"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Ngu S.-B.; Amran A.","Ngu, Sie-Bing (57202158329); Amran, Azlan (35619567200)","57202158329; 35619567200","Unveiling the antecedents and the outcome of materiality disclosure: insights from sustainability reporting of Malaysian public listed companies","2024","Meditari Accountancy Research","","","","","","","0","10.1108/MEDAR-10-2023-2206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197399564&doi=10.1108%2fMEDAR-10-2023-2206&partnerID=40&md5=01a023743d30dcf2ac48a73955fdcef4","Article","Article in press","","Scopus","2-s2.0-85197399564"
"Rahardja L.","Rahardja, Liana (58951384400)","58951384400","Corporate sustainability towards creating shared value: an empirical quantitative evidence from Indonesia","2024","Environment, Development and Sustainability","","","","","","","0","10.1007/s10668-024-04559-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188458832&doi=10.1007%2fs10668-024-04559-9&partnerID=40&md5=fbda570ea8a3eca08328cae6e10f283e","Article","Article in press","","Scopus","2-s2.0-85188458832"
"Singh D.; Fida B.; Anand S.; Dalwai T.","Singh, Dharmendra (56637515500); Fida, Bashir (26534055900); Anand, S. (59171829200); Dalwai, Tamanna (56497960200)","56637515500; 26534055900; 59171829200; 56497960200","Investors’ Intent to Invest in Stock Market: An Exploratory Post-COVID Study for Oman","2024","Studies in Systems, Decision and Control","524","","","367","379","12","0","10.1007/978-3-031-54379-1_32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195996760&doi=10.1007%2f978-3-031-54379-1_32&partnerID=40&md5=266d0c2009fe7424f5757e416c11c78d","Book chapter","Final","","Scopus","2-s2.0-85195996760"
"Hidayat-ur-Rehman I.; Hossain M.N.","Hidayat-ur-Rehman, Imdadullah (57203551213); Hossain, Md Nahin (57204397774)","57203551213; 57204397774","The impacts of Fintech adoption, green finance and competitiveness on banks’ sustainable performance: digital transformation as moderator","2024","Asia-Pacific Journal of Business Administration","","","","","","","4","10.1108/APJBA-10-2023-0497","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190309057&doi=10.1108%2fAPJBA-10-2023-0497&partnerID=40&md5=419547549ac325603c048d38eaebcf8f","Article","Article in press","","Scopus","2-s2.0-85190309057"
"Pradhan R.P.; Samarakoon S.M.R.K.; Maradana R.P.; Sahoo P.","Pradhan, Rudra P. (24491031600); Samarakoon, S.M.R.K. (56385852800); Maradana, Rana P. (57192941099); Sahoo, Premjit (58690405900)","24491031600; 56385852800; 57192941099; 58690405900","Climate change disclosure and firm value in a frontier market: Exploring the determinants","2024","Natural Resources Forum","","","","","","","0","10.1111/1477-8947.12462","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190793727&doi=10.1111%2f1477-8947.12462&partnerID=40&md5=e3dd9208fe7b4c20be4b25e6e4e2f22e","Article","Article in press","","Scopus","2-s2.0-85190793727"
"Dong F.; Wilson S.D.","Dong, Feng (57191155178); Wilson, Son D. (57201396066)","57191155178; 57201396066","Employee Satisfaction and Market Sentiment During COVID-19","2024","Journal of Behavioral Finance","","","","","","","0","10.1080/15427560.2024.2321849","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186556038&doi=10.1080%2f15427560.2024.2321849&partnerID=40&md5=2197576a036aecaa53834cc66d705384","Article","Article in press","","Scopus","2-s2.0-85186556038"
"Agbodo-Otinpong D.A.M.; Brien A.; Vidwans M.","Agbodo-Otinpong, Dela Awo Mansa (59215893100); Brien, Anthony (35932103600); Vidwans, Mohini (57211455117)","59215893100; 35932103600; 57211455117","Hotel human capital return on investment: What’s that about? Never heard of it!","2024","Journal of Human Resources in Hospitality and Tourism","23","4","","696","711","15","0","10.1080/15332845.2024.2374207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198356188&doi=10.1080%2f15332845.2024.2374207&partnerID=40&md5=2aafc3319ecbbe1686c888c840247b00","Article","Final","","Scopus","2-s2.0-85198356188"
"Jayaraman J.D.; Smita R.; Nilakantan N.","Jayaraman, J.D. (57204197181); Smita, R. (59236219900); Nilakantan, Narasinganallur (57190166458)","57204197181; 59236219900; 57190166458","The impact of board gender diversity on firm performance: does critical mass matter?","2024","Journal of Applied Accounting Research","","","","","","","0","10.1108/JAAR-12-2022-0336","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199761699&doi=10.1108%2fJAAR-12-2022-0336&partnerID=40&md5=1d195663112ed1a2df36b6cddba5ee13","Article","Article in press","","Scopus","2-s2.0-85199761699"
"Dai Y.","Dai, Yuwen (57226538203)","57226538203","Sustainable investing in emerging markets: Evidence from the Sustainable Stock Exchanges initiative","2024","International Journal of Finance and Economics","","","","","","","0","10.1002/ijfe.3004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194541777&doi=10.1002%2fijfe.3004&partnerID=40&md5=08582ce8934c38370d860de067f9ec43","Article","Article in press","","Scopus","2-s2.0-85194541777"
"O’sullivan N.","O’sullivan, Niamh (57713681700)","57713681700","Sustainable finance","2024","Concise Encyclopedia of Corporate Social Responsibility","","","","196","201","5","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191618560&partnerID=40&md5=6ac8bdd585c12bb848191e8c9f6ab80f","Book chapter","Final","","Scopus","2-s2.0-85191618560"
"Jastrząb T.; Wieczorek-kosmala M.; Losa-jonczyk A.; Papa M.; Marquardt D.","Jastrząb, Tomasz (57189028719); Wieczorek-kosmala, Monika (56180938200); Losa-jonczyk, Anna (57203621785); Papa, Marco (57195806839); Marquardt, Dorota (57201969947)","57189028719; 56180938200; 57203621785; 57195806839; 57201969947","Trust in machine learning applied for analysis of non-financial disclosures","2024","Trust and Artificial Intelligence: Development and Application of Ai Technology","","","","174","188","14","0","10.4324/9781032627236-17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197560094&doi=10.4324%2f9781032627236-17&partnerID=40&md5=18e06e7612e7381879ae5c60497083d0","Book chapter","Final","","Scopus","2-s2.0-85197560094"
"Horn M.","Horn, Matthias (57189574542)","57189574542","The European green deal, retail investors and sustainable investments: A perspective article covering economic, behavioral, and regulatory insights","2024","Current Research in Environmental Sustainability","7","","100241","","","","1","10.1016/j.crsust.2024.100241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185171721&doi=10.1016%2fj.crsust.2024.100241&partnerID=40&md5=a91bcfffd74206154358ac214de01dd2","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85185171721"
"Chentoufi M.A.; Aniss A.A.","Chentoufi, Mohammed Alami (7801533411); Aniss, Ait Alla (58134911700)","7801533411; 58134911700","Analysis of sources of risk in socially responsible investment: The Moroccan case","2024","International Journal of Applied Economics, Finance and Accounting","18","1","","107","119","12","0","10.33094/ijaefa.v18i1.1333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185483380&doi=10.33094%2fijaefa.v18i1.1333&partnerID=40&md5=91c555b8da891e3c0cb9933c58cf2c7b","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85185483380"
"Buallay A.; AlAjmi J.Y.; Fadhul S.; Papoutsi A.","Buallay, Amina (57193757289); AlAjmi, Jasim Yusuf (59149820800); Fadhul, Sayed (57763641800); Papoutsi, Aikaterini (57215722902)","57193757289; 59149820800; 57763641800; 57215722902","Beyond averages: quantile regression explorations of sustainability practices and firm value","2024","International Journal of Innovation Science","","","","","","","0","10.1108/IJIS-07-2022-0125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194586812&doi=10.1108%2fIJIS-07-2022-0125&partnerID=40&md5=5451aadad9d5246a31a8c153bcc04c0e","Article","Article in press","","Scopus","2-s2.0-85194586812"
"Kashif U.; Ahmed S.; Nawaz F.","Kashif, Uzma (57941930600); Ahmed, Saud (57979137900); Nawaz, Faiza (58947749900)","57941930600; 57979137900; 58947749900","Sharī'ah-Compliant Investing: Examining Ijārah-Ṣukūk Market Determinants in Pakistan; [:الاستثمار المتو افق مع أحكام الشريعة الإسلامية: دراسة محددات سوق صكوك الإجارة في باكستان]","2024","Journal of King Abdulaziz University, Islamic Economics","37","1","","79","99","20","0","10.4197/Islec.37-1.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188245358&doi=10.4197%2fIslec.37-1.5&partnerID=40&md5=36d4b286280e97df7bcc52679664bf71","Article","Final","","Scopus","2-s2.0-85188245358"
"Rubbaniy G.; Khalid A.A.; Syriopoulos K.; Polyzos E.","Rubbaniy, Ghulame (56089146500); Khalid, Ali Awais (57223614702); Syriopoulos, Konstantinos (57222548653); Polyzos, Efstathios (58018018100)","56089146500; 57223614702; 57222548653; 58018018100","Dynamic Returns Connectedness: Portfolio Hedging Implications During the COVID-19 Pandemic and the Russia–Ukraine War","2024","Journal of Futures Markets","","","","","","","0","10.1002/fut.22539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198910037&doi=10.1002%2ffut.22539&partnerID=40&md5=708d0fe83a935d7c44b0b6e88a599d7d","Article","Article in press","","Scopus","2-s2.0-85198910037"
"Liu A.; Dai S.; Wang Z.","Liu, Ailan (57196456404); Dai, Sijia (58694196600); Wang, Zhixuan (57204291952)","57196456404; 58694196600; 57204291952","Environmental protection tax on enterprise environmental, social and governance performance: A multi-perspective analysis based on financing constraints","2023","Journal of Asian Economics","89","","101671","","","","8","10.1016/j.asieco.2023.101671","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176617982&doi=10.1016%2fj.asieco.2023.101671&partnerID=40&md5=aa2e41ee6a8a1f091edcf04fe7845b55","Article","Final","","Scopus","2-s2.0-85176617982"
"Schwertner T.; Sohn M.","Schwertner, Tim (58837779500); Sohn, Matthias (56585433100)","58837779500; 56585433100","CSR disclosure and investor social preferences: heterogenous investor responses to media reports on corporate greenwashing","2024","Journal of Accounting and Organizational Change","","","","","","","1","10.1108/JAOC-01-2023-0012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183034323&doi=10.1108%2fJAOC-01-2023-0012&partnerID=40&md5=261e36e5346df54788d4b35746d16816","Article","Article in press","","Scopus","2-s2.0-85183034323"
"Dunbar K.; Treku D.; Sarnie R.; Hoover J.","Dunbar, Kwamie (23990189000); Treku, Daniel (57194242479); Sarnie, Robert (58512981700); Hoover, Jack (58512740900)","23990189000; 57194242479; 58512981700; 58512740900","What does ESG risk premia tell us about mutual fund sustainability levels: A difference-in-differences analysis","2023","Finance Research Letters","57","","104262","","","","5","10.1016/j.frl.2023.104262","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166241785&doi=10.1016%2fj.frl.2023.104262&partnerID=40&md5=92e00efa846aae34ed1d00a0e111208b","Article","Final","","Scopus","2-s2.0-85166241785"
"Haq Z.U.; Mehmood U.; Tariq S.; Mariam A.","Haq, Zia Ul (56375050900); Mehmood, Usman (57197819033); Tariq, Salman (55914512600); Mariam, Ayesha (57224313435)","56375050900; 57197819033; 55914512600; 57224313435","The Impacts of Globalization and GDP on CO2 Emissions: Do Technological Innovation and Renewable Energy Lower Some Burden in SAARC Countries","2024","Journal of the Knowledge Economy","","","","","","","0","10.1007/s13132-023-01704-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181443201&doi=10.1007%2fs13132-023-01704-z&partnerID=40&md5=ee44e3b48b9cbc5daa9d72c04b0767fb","Article","Article in press","","Scopus","2-s2.0-85181443201"
"Shi Y.; Li X.; Asal M.","Shi, Yin (57211852431); Li, Xiaoni (44461550900); Asal, Maher (37070337800)","57211852431; 44461550900; 37070337800","Impact of sustainability on financial distress in the air transport industry: the moderating effect of Asia–Pacific","2023","Financial Innovation","9","1","97","","","","6","10.1186/s40854-023-00506-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168362039&doi=10.1186%2fs40854-023-00506-1&partnerID=40&md5=858654bff77b486345c7d37d1376d762","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85168362039"
"Choudhary V.; Trivedi S.; Kamboj N.","Choudhary, Vinita (58335911000); Trivedi, Sonal (57226676130); Kamboj, Neha (57880635500)","58335911000; 57226676130; 57880635500","A review of studies on ESG (Environmental social and governance) investment: A content analysis","2023","Innovations and Sustainability in Society 5.0","","","","127","153","26","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177754864&partnerID=40&md5=92796ce20d62f2ad6403947ca38d2f01","Book chapter","Final","","Scopus","2-s2.0-85177754864"
"Xidonas P.; Essner E.","Xidonas, Panos (22987211800); Essner, Eric (57927164400)","22987211800; 57927164400","On ESG Portfolio Construction: A Multi-Objective Optimization Approach","2024","Computational Economics","63","1","","21","45","24","14","10.1007/s10614-022-10327-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139819650&doi=10.1007%2fs10614-022-10327-6&partnerID=40&md5=8093f4ee66aa895e4d76b9caa95b2d52","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85139819650"
"Li L.; Wang M.; Zhou X.","Li, Liang (55730962200); Wang, Mingxu (58750047900); Zhou, Xiaohao (57461038500)","55730962200; 58750047900; 57461038500","Creating value beyond commercial outcomes: The ESG practices of online marketplaces for sustainable development","2023","Electronic Markets","33","1","62","","","","3","10.1007/s12525-023-00682-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178882354&doi=10.1007%2fs12525-023-00682-z&partnerID=40&md5=031fde6fd0a50a5df847ef3cd49fcf07","Article","Final","","Scopus","2-s2.0-85178882354"
"Gregory R.P.","Gregory, Richard Paul (55415179500)","55415179500","The influence of firm size on ESG score controlling for ratings agency and industrial sector","2024","Journal of Sustainable Finance and Investment","14","1","","86","99","13","10","10.1080/20430795.2022.2069079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132657398&doi=10.1080%2f20430795.2022.2069079&partnerID=40&md5=49d2dfe9649c7c79acdf6debc3b9f5c0","Article","Final","","Scopus","2-s2.0-85132657398"
"Zharfpeykan R.; Akroyd C.","Zharfpeykan, Ramona (57221787584); Akroyd, Chris (53986102800)","57221787584; 53986102800","Evaluating the outcome effectiveness of the global reporting initiative transitions","2023","Sustainability Accounting, Management and Policy Journal","14","6","","1101","1125","24","4","10.1108/SAMPJ-07-2022-0365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164201989&doi=10.1108%2fSAMPJ-07-2022-0365&partnerID=40&md5=2371a69768981594833229f591b3d31e","Article","Final","","Scopus","2-s2.0-85164201989"
"Mohammad N.","Mohammad, Niaz (57611417900)","57611417900","Environmental, Social, and Governance (ESG) integration: Evidence from an emerging economy","2023","Cases on Uncovering Corporate Governance Challenges in Asian Markets","","","","133","152","19","0","10.4018/978-1-6684-9867-5.ch007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181187239&doi=10.4018%2f978-1-6684-9867-5.ch007&partnerID=40&md5=0db1e607d96550348c60ad9eff7a61f6","Book chapter","Final","","Scopus","2-s2.0-85181187239"
"Shahrun N.S.B.; Ramasamy S.; Yen Y.Y.","Shahrun, Nur Shahira Bte (58317162000); Ramasamy, Suganthi (57213925407); Yen, Yuen Yee (57189990359)","58317162000; 57213925407; 57189990359","Effect on Environmental, Social and Governance (ESG) Criteria on the Firm Profitability of Listed Companies in Malaysia","2024","WSEAS Transactions on Business and Economics","21","","","239","247","8","0","10.37394/23207.2024.21.22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185134122&doi=10.37394%2f23207.2024.21.22&partnerID=40&md5=298c731e05dab70a7487147d288bc39e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85185134122"
"Rana P.; Sarva M.","Rana, Priya (58686281700); Sarva, Mahesh (56594944200)","58686281700; 56594944200","Exploring individual investor intentions towards socially responsible investment","2023","Sustainability, Green Management, and Performance of SMEs","","","","95","117","22","0","10.1515/9783111170022-006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179022163&doi=10.1515%2f9783111170022-006&partnerID=40&md5=b8910486d7ead9609bc60b77c47044be","Book chapter","Final","","Scopus","2-s2.0-85179022163"
"Rodrigues A.A.B.","Rodrigues, António Augusto Baptista (58167118800)","58167118800","The Importance of Responsible Investment","2024","Lecture Notes in Networks and Systems","774","","","185","194","9","0","10.1007/978-3-031-43733-5_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181981988&doi=10.1007%2f978-3-031-43733-5_17&partnerID=40&md5=66eef83e9d612f1686f1d307d77eef88","Conference paper","Final","","Scopus","2-s2.0-85181981988"
"Trivedi S.; Sugathan S.","Trivedi, Sonal (57226676130); Sugathan, Surabhi (58339217100)","57226676130; 58339217100","The influence of gender on the investment decisions of investors: Addressing SDG 5","2023","Innovations and Sustainability in Society 5.0","","","","187","201","14","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177804924&partnerID=40&md5=c9d264c74e7745936e63e220a0931bea","Book chapter","Final","","Scopus","2-s2.0-85177804924"
"Nguyen D.T.; Michayluk D.; Van de Venter G.; Walker S.","Nguyen, Duy Thanh (59034845200); Michayluk, David (6507053599); Van de Venter, Gerhard (24336888900); Walker, Scott (35369301500)","59034845200; 6507053599; 24336888900; 35369301500","Improvement in sustainability: Evidence from the mergers and acquisitions market","2024","Australian Journal of Management","","","","","","","0","10.1177/03128962231222824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184222052&doi=10.1177%2f03128962231222824&partnerID=40&md5=2e39c2e38b83e46e517e4fd7ed8667aa","Article","Article in press","","Scopus","2-s2.0-85184222052"
